Email,Address,Avatar,Avg. Session Length,Time on App,Time on Website,Length of Membership,Yearly Amount Spent,Cart_Abandonment_Rate,Returns_Per_Year,Customer_Service_Calls,Products_Viewed,Wishlist_Items,Payment_Method_Changes,Reviews_Written,Discount_Used_Percentage,Days_Since_Last_Purchase,Average_Order_Value
theresamitchell@martin-chambers.biz,"157 Linda Roads
New Jimmyshire, MH 51942",Khaki,31.82797905546526,12.461147444665416,37.42899736939191,2.9747368150832405,440.0027475469415,0.3814631437520095,4,0,152.0,8,2,8.0,22.0,287,172.2
christianwade@butler.info,"3687 Sarah Ranch Suite 919
Gainesfort, AK 05665",Crimson,32.018074010632084,10.079463451952432,38.0706642585136,2.6181653103960847,357.7831107453153,0.2896695316349301,4,7,194.0,7,1,16.0,20.0,91,141.77
tina16@santiago.com,"314 Kidd Run
Johnfort, KS 46546-2732",White,32.997459002491695,12.589240561061525,37.33224074655334,2.8040136926903942,476.139246872566,0.1391336642604006,4,1,143.0,10,0,11.0,28.0,61,106.02
vancealicia@hotmail.com,"06307 Scott Spurs Suite 161
Jessicaburgh, NH 26093-5908",RoyalBlue,31.81642833419931,14.2880145907663,36.77386136993079,2.9644978762354017,501.1224915036564,0.29664635004673295,3,7,196.0,13,0,11.0,30.0,347,88.3
dbell@hotmail.com,"3485 Anthony Street Apt. 119
Mikeberg, FL 32602",DarkViolet,34.46151473966461,11.917115695587762,37.76668677332467,4.3508878437244665,592.6884532021675,0.2893887083122263,3,2,129.0,11,2,8.0,5.0,163,65.88
pamelahampton@martin-cobb.com,"91542 Jessica Springs Suite 255
Thomashaven, MT 39239-3790",DarkSeaGreen,32.34279623166797,11.40964461636565,35.77778217066089,3.8724320418689104,486.0834255029927,0.16928074796400608,4,5,69.0,9,1,12.0,24.0,351,103.23
mark81@wagner.com,"410 Gonzalez Corners Apt. 187
East Stephenport, VT 22771",Navy,32.30274837339047,12.815392648610311,37.95780983454751,4.615426306527649,576.0252441251166,0.27354065969518926,1,2,146.0,8,2,4.0,6.0,143,111.98
awerner@manning.com,"407 Blake Ways
Port Davidland, WA 78438",Gray,33.06644065628263,11.673229254101274,37.84065507750671,2.727209453758874,442.7228915742714,0.2594018937589494,2,6,164.0,1,2,7.0,19.0,253,151.37
robertramirez@kaiser.com,"1583 Anderson Coves
East Rebecca, NH 27212",Purple,33.89464038846548,10.61053651970745,37.97738873797974,3.537123879902206,461.7909590614097,0.34634003922088663,2,9,141.0,5,2,6.0,12.0,269,148.72
justin26@gmail.com,"32303 Baldwin Causeway
South Robertside, HI 58126",RosyBrown,32.765664587506606,12.506548190327935,35.82346666642284,3.12650948966,488.387525780145,0.3540374603470575,2,8,173.0,3,0,5.0,12.0,291,60.52
douglas95@yahoo.com,"395 Summers Courts Apt. 413
Coopermouth, IA 21205-1079",White,33.76981237165136,11.304462307422884,37.83397172859896,5.137816745950984,593.1564014822196,0.11812160390881782,3,1,140.0,13,0,11.0,16.0,187,109.29
qmorse@yahoo.com,"0360 Pearson Dam Suite 263
Lake Shawn, UT 65986-4190",MediumTurquoise,31.812482559724263,10.886921180951674,34.897827688311345,3.1286388557446334,392.8103449837973,0.2498450458505885,3,4,43.0,3,1,11.0,22.0,304,77.27
jason50@bates.net,"74839 Michael Plains Suite 356
South Austinshire, ND 40309-1424",Bisque,32.00850451785513,12.095889485093478,36.37750903434099,3.1789524050534483,443.19722102875545,0.35034396628569453,1,5,160.0,4,1,5.0,13.0,291,73.52
qeaton@savage.com,"27032 Michelle Forest
Morrowtown, ND 14749",SaddleBrown,33.30433661798984,12.692661429739388,37.33359061333867,3.827375915107567,535.4807751896418,0.3012545034320351,2,3,49.0,11,2,17.0,26.0,86,174.1
tluna@hotmail.com,"01512 Hendricks Rue
East Pamela, PR 46481",YellowGreen,32.189844729273545,11.386775551280651,38.19748324839899,4.808320372869162,533.3965537868428,0.4425959364753289,2,3,31.0,2,2,17.0,17.0,166,56.29
kara33@gmail.com,"5527 Hogan Road
South Jeffreychester, MA 28632",LavenderBlush,34.935605105644306,10.728418539377822,36.88119240747175,4.048510087289211,532.1274491097012,0.363477452647578,4,3,37.0,13,2,7.0,6.0,114,112.88
thomas22@yahoo.com,"7346 Jennifer Green Suite 148
Wagnertown, MT 65972",IndianRed,33.55165060797954,11.936895159842097,35.90025278215821,4.5433324132930855,558.9481123879059,0.1651737708325719,3,1,33.0,0,1,9.0,28.0,356,75.23
david47@hotmail.com,"37216 Krista Drives
West Andrew, DE 70036",DarkKhaki,32.38696867463189,12.717995102314037,35.12882235312117,3.4810621331251683,508.771906741518,0.12822749896017194,2,3,145.0,7,0,14.0,12.0,183,181.9
beasleyjoseph@hotmail.com,"1094 Bentley Forges
Lake Antonio, MA 29181-3664",SaddleBrown,33.34450868519732,10.969802874106238,35.9745781075859,2.627624971434411,403.7669020956173,0.35696771128252625,1,0,143.0,4,0,6.0,16.0,207,133.56
hoffmandaniel@yahoo.com,"922 Hampton Path Suite 198
Port Jasonmouth, FL 46623",Orchid,33.6727578867203,13.420545742201174,37.76369040280343,4.794312263402832,640.5840618984408,0.11060452421664874,1,5,148.0,2,2,11.0,25.0,256,84.71
garnerjustin@king.com,"0833 Brian Canyon Suite 566
Anthonymouth, VT 01329-7541",DarkCyan,34.00207092262163,11.85468192110211,37.49189221040693,2.761861926301417,461.62827839108616,0.3343102325093853,2,0,193.0,9,2,6.0,13.0,235,125.36
francesjohnson@lee.com,"577 Peters Turnpike
Loriport, MA 60572-1669",Aquamarine,32.65539704223188,11.91885970932454,35.71626915951701,2.1596760229888288,382.4161078654751,0.4760920965699831,3,9,95.0,13,2,17.0,4.0,355,159.72
awu@robinson.org,"0281 Dale Wells Suite 656
East Joshua, ME 73389",Brown,32.054261851184755,13.149669557991398,37.65040020345744,4.1956144126751305,561.874657668983,0.3301896711503516,1,5,175.0,6,2,16.0,15.0,3,193.72
xevans@hotmail.com,"13164 Miller Camp
South Deannaberg, ID 85433",DarkMagenta,33.22877226969563,12.685393899848076,36.04898625036686,2.139403004485981,444.57614413373005,0.25526797048260874,4,0,72.0,6,1,16.0,30.0,208,83.07
lauriewilson@jackson.com,"389 Joshua Stravenue Apt. 983
Martinezland, MN 29049",Cornsilk,32.077590044329135,10.347876945661575,39.04515569638811,3.43455972254092,401.0331352191061,0.3573152873769413,1,5,176.0,0,0,5.0,23.0,197,182.93
cruiz@yahoo.com,"497 Julian Brook Suite 872
Hillberg, FM 87927-5760",LightSalmon,33.981005579787784,9.316289204373824,36.91495154541398,2.8684281816397523,384.3260571375157,0.2833011561966067,0,9,113.0,11,2,16.0,23.0,341,190.15
tammy12@gmail.com,"78297 Brown Street Apt. 786
East Taylorfurt, AK 97246",Chocolate,34.17951756796679,12.581547729914536,35.444264696393994,3.137068975480682,527.7829957560522,0.318246715726374,0,7,60.0,8,1,22.0,22.0,125,187.46
adamperkins@terrell.com,"2595 James Creek Apt. 571
Millerberg, HI 82236",PaleVioletRed,32.60273898042012,11.764447589452988,37.922703809566,3.5258064121952244,482.144996875768,0.47658592351061013,3,1,91.0,14,2,9.0,9.0,138,145.31
willie26@johnson-howard.com,"97686 Robertson Cape Suite 607
Port Veronicaside, NE 47293",Wheat,32.03054971621298,12.644202118863696,38.00182746752369,5.038107493844868,594.2744834186117,0.2544410551203097,2,1,73.0,1,2,19.0,18.0,339,144.47
yvaughn@meyer.com,"9863 Dawn Court Suite 429
Lake Connie, MI 12238",OldLace,33.100357750772915,11.832112231483734,36.841491638054855,3.6122391519937,502.0925279023197,0.4844762255295657,3,3,175.0,4,0,5.0,26.0,25,110.48
carolfarley@gmail.com,"51173 Curtis Cliff Apt. 727
Ramoston, DE 32714-4579",SlateBlue,32.99059904291544,10.441235061603203,35.93896250240334,2.895075162804356,407.657178759326,0.46214025678242554,3,2,41.0,12,2,11.0,6.0,68,162.86
rhonda01@gmail.com,"939 Watson Run
Staceyberg, VT 58376-0454",Orchid,34.385820292995376,12.729719510423308,36.232109802584205,5.705940716620838,708.9351848669819,0.1783164539157186,3,3,123.0,13,0,20.0,14.0,61,129.69
david80@knight.com,"368 Morris Ports Apt. 735
New Lisaville, GA 34271-8632",MediumAquaMarine,34.357196268204405,9.477777607959723,37.90601452014432,5.0470225513951,531.9615505451646,0.1277445203500662,3,6,82.0,4,0,5.0,13.0,29,151.62
aaron04@yahoo.com,"16338 Scott Corner Suite 727
West Alexandra, AR 54429",SeaGreen,33.70511279750195,10.163179060052556,37.76304108154524,4.778973636034998,521.2407802357948,0.14031120055097068,4,0,189.0,13,0,13.0,18.0,19,114.27
kaylahenderson@hotmail.com,"Unit 1609 Box 3480
DPO AA 95185",MediumSpringGreen,32.40429504598358,11.608997936221536,38.11045690682496,2.96655888465992,447.3690271993314,0.1072887302606199,4,5,111.0,7,1,19.0,32.0,171,159.72
mholt@hotmail.com,"486 Adams Hills
North Walter, MS 18124",LightSeaGreen,31.829346455921133,11.268259230574026,36.9569654250941,2.6689197733345025,385.152337987975,0.13777718430237137,1,2,168.0,13,1,9.0,5.0,74,173.67
tanya20@gmail.com,"69279 Stewart Mountains
South Pamela, KS 22541-3414",DarkKhaki,31.366212167187687,11.163159542913276,37.088319364334765,3.620354588804087,430.58888255648486,0.37320270936654276,0,9,169.0,7,0,5.0,19.0,61,71.97
aaron89@gmail.com,"0128 Sampson Loop Suite 943
Hoffmanton, MO 02122",SaddleBrown,31.447446494127817,10.101632204781014,38.04345265084127,4.238296188412728,418.602742095224,0.1284754593840916,3,6,186.0,13,2,5.0,10.0,153,174.94
hunterlucas@gmail.com,"89301 Kylie Crossroad
Petersonberg, MH 23834",Turquoise,33.58294683702328,12.76153127820102,36.90818962373682,2.4793398232086954,478.9514047578855,0.22759025211750453,1,9,92.0,6,0,16.0,32.0,276,131.04
sfarley@jones.com,"0554 Powers Curve
Nathanchester, FL 06878-6336",AntiqueWhite,32.39742194430904,12.055340161330117,37.68546548721554,3.506967573635258,483.7965220614929,0.4379501243877818,0,1,198.0,6,2,18.0,7.0,48,176.7
sarahtran@dixon.com,"770 Katie Walk Apt. 585
Port David, MN 52850",GoldenRod,35.03744996157605,11.935934966559184,35.78392374450292,3.310150346576856,538.941974531203,0.10930877429433035,2,1,72.0,11,0,5.0,15.0,211,114.7
randywhite@armstrong.biz,"0506 Pitts Forks
Woodsbury, AL 98082-8186",Teal,32.78494023263413,12.451200012438312,36.66579136924871,3.535802467873828,486.1637990666317,0.42578739303557434,4,3,131.0,10,2,10.0,26.0,343,106.86
tsmith@yahoo.com,"92028 Thomas Mountains Suite 044
New Matthew, MI 02429-0994",Bisque,33.9717220376126,12.284467067067208,38.29572526401705,1.1304769604319769,385.0950070687634,0.21274190990935998,0,0,184.0,5,1,6.0,22.0,139,187.26
martinezleah@carter.com,"8456 Joseph Locks Suite 926
Christopherport, TN 57784",PaleGreen,33.38599019075222,12.782171794760185,35.55077226680613,3.2287176862706497,527.7837897574573,0.1472659310486625,2,2,142.0,5,2,11.0,16.0,110,87.68
steven00@combs.com,"64460 Morris Fords
Gonzalesmouth, MI 40832",RosyBrown,33.556555671402755,12.960307128914414,37.951946317735135,3.3459223210048927,547.1907493518986,0.3786948661456603,0,8,172.0,10,0,17.0,14.0,183,176.63
blakekent@smith-pena.com,"3933 Brooke Point
Johnsonburgh, DE 22659-3488",Crimson,33.58737339024554,9.95399500605983,37.34573893439929,3.2156668270219866,410.6029439492151,0.3515771387119536,4,6,172.0,8,1,10.0,15.0,28,122.6
amanda03@yahoo.com,"313 Lisa Loop Apt. 543
North Jenniferchester, MN 58819",Brown,34.18818406101828,13.130021664776669,35.42933438847124,3.7905521368804433,583.9778019715428,0.4509888054108212,4,6,199.0,5,2,10.0,12.0,197,127.11
brandonsmith@yahoo.com,"62106 Nathan Mountain Suite 505
North Matthewborough, AZ 32092-6122",Gold,33.59396354804201,11.520566788562215,36.18913179541947,3.5612152714310823,474.5323294398898,0.3940284175215544,1,3,59.0,11,2,4.0,10.0,191,96.27
thardy@perry.com,"39209 Cooper Neck Apt. 541
Tylermouth, ME 94450",SeaGreen,33.236265721508744,10.972554314292411,34.57402758718963,2.931619534651152,414.9350606518193,0.42139237215393943,3,1,165.0,12,2,19.0,17.0,315,135.96
michael86@yahoo.com,"87270 Garrett Cliffs Suite 361
Brooksberg, MO 26555-2502",LightYellow,33.20891970058922,13.53191346185937,38.95246252162795,3.0465406206892376,550.8133677324173,0.2128138290285226,0,3,186.0,12,2,12.0,11.0,51,98.78
ulee@wells.com,"309 Singleton Hollow
Matthewhaven, NJ 68776-7477",LemonChiffon,33.63781167586591,12.039502370469922,34.48718474774243,2.739200466766662,458.78113168424994,0.17097581751188912,0,5,183.0,1,2,15.0,11.0,149,55.89
judithsmith@jimenez.biz,"186 Anthony Route
Gordonview, AS 78120-4633",DarkOrange,33.59048580327403,10.942069621017652,36.17049420248099,2.783963128204522,407.5421680134348,0.40024590065634336,2,2,33.0,1,1,22.0,22.0,268,90.8
nblack@smith-romero.biz,"00615 Tracy Islands
New Marcfort, MO 87297-7431",LightCyan,34.195508030962635,12.664192622515646,37.02715036476952,4.330407444211276,581.3089328795,0.42273389570690567,4,0,161.0,12,1,22.0,33.0,50,50.96
michaelcampbell@yahoo.com,"96480 White Lane Suite 521
Pattersonhaven, OR 39409-4561",Gray,35.86023651335309,11.730661394277831,36.8821490815068,3.41620997759013,546.5566668627299,0.4962020568002693,0,7,101.0,4,1,20.0,22.0,246,196.75
rcarter@crane-thompson.org,"14064 Frazier Hills Apt. 176
Amyborough, MP 77858-0018",MediumVioletRed,33.48193057257537,11.918670307379347,37.31770494919684,3.3363393820041853,503.1750851912004,0.26504707076457057,4,4,100.0,14,1,13.0,6.0,113,194.86
dwhite@gmail.com,"02136 White Grove Suite 418
Marytown, DE 70033",OrangeRed,33.25823783380398,11.514949066574868,37.128039498322295,4.662845304002564,549.131573287217,0.24880723431711327,0,4,175.0,3,0,13.0,7.0,170,109.27
vancemichelle@gmail.com,"6586 Reginald Crest Apt. 061
North Josephfort, NM 55275",DeepPink,32.319857972167306,12.418113202231622,36.155336204959546,3.222080766760957,482.8309858617018,0.4105651842967988,1,3,25.0,10,1,7.0,32.0,166,159.26
kylemelendez@hotmail.com,"2749 Cunningham Flat Apt. 838
Derekberg, OH 45288",DeepPink,32.43083857908201,13.887275413385504,38.38195597213616,3.772969024644708,557.6082620533542,0.23632141610120716,3,5,87.0,1,2,11.0,13.0,14,101.87
richard35@hale-duncan.net,"33940 Craig Throughway Apt. 334
Martinview, IL 62015-0314",GhostWhite,31.44597248275779,12.846499067474369,37.86921693600857,3.420149530164856,484.87696493512857,0.4723029302414259,0,2,58.0,14,2,23.0,6.0,203,150.66
waltonkaren@gmail.com,"355 Villegas Isle Apt. 070
West Jenniferview, NM 26775-4339",Green,35.74266980593494,10.889828283005029,35.565436237139735,6.115198945760052,669.9871405017029,0.4433651007372047,4,8,29.0,14,1,23.0,24.0,288,170.81
contrerastiffany@gmail.com,"439 Todd Summit Apt. 478
Mooreland, AR 31655",CadetBlue,34.012619460656374,12.914570094327916,36.04620351842453,3.488029991222591,547.7099885778625,0.27159761095000734,1,4,108.0,2,2,21.0,22.0,189,192.01
rogerstiffany@wilson-horne.com,"30700 Justin Ports
Port David, PA 52171-5921",DarkOliveGreen,34.14039342796294,11.568526641744768,38.918748541019504,4.082855278762214,537.8252822957112,0.400348427116599,0,2,168.0,6,1,17.0,24.0,155,110.03
waltercharles@sanders.net,"291 Stephen Glens Apt. 532
Jacquelineton, NJ 53606-5656",IndianRed,32.37798965892753,11.971750786570595,37.19936752783635,2.8296995751470893,408.2169017707518,0.40181714963387294,2,0,90.0,7,2,21.0,11.0,55,167.49
john96@chan-anderson.biz,"04290 Barron Square
Laurenmouth, AS 79917-9544",Snow,33.17233109074306,13.07869243953642,37.329818625212354,5.405406467229508,663.0748176067602,0.14124954753437305,3,9,65.0,11,0,17.0,6.0,182,89.89
bushsharon@barber.com,"0013 Andre Field
Whitebury, AZ 68447-6306",DarkSeaGreen,33.24732220295966,11.956426484854196,36.5173461200418,3.451750709833103,506.37586675019753,0.4610211626718267,0,5,141.0,12,0,23.0,32.0,210,198.55
nicolegay@jennings.com,"50718 Timothy Light
Garciaport, SC 60266-6696",BlueViolet,33.59891333929404,13.252737094184228,37.30596141998359,2.935577273740486,528.4193296952955,0.30210094897914286,1,1,148.0,5,1,18.0,10.0,75,53.87
rchambers@hotmail.com,"53964 Weaver Brook Suite 861
Stevensonshire, NY 18128",OliveDrab,33.08529799058909,13.093537281195058,38.31564796064117,4.75036007144446,632.1235881419656,0.43058298644309667,2,2,190.0,10,1,7.0,25.0,277,140.53
gomezalicia@hotmail.com,"506 Allison Cove Apt. 766
Weeksstad, AS 71308",MediumSpringGreen,32.278443347919655,12.527471744522868,36.688366542504845,3.5314023030588984,488.2702979651482,0.2280198404122447,1,0,192.0,4,1,16.0,25.0,133,148.93
potterkenneth@strickland.com,"2559 Harris Pines Apt. 514
Michaelshire, ME 21753-8834",MediumSlateBlue,33.441553044751224,11.235968954252517,37.05261630809583,3.904479379627935,508.7357409506604,0.4582092913984802,1,8,46.0,12,2,11.0,22.0,343,153.21
charlesjackson@brady-fuller.net,"3802 Veronica Causeway
East Patrickfurt, DC 84522",GhostWhite,32.86530120924307,12.074830167957376,35.56917031744619,2.399079789790412,411.1869635742789,0.25568067149366525,2,7,69.0,0,1,21.0,12.0,59,68.06
jacquelinewest@pace-herrera.com,"592 Villanueva Village
Woodsstad, AK 20530",Purple,31.52619789823981,12.045331979699332,38.50588332918249,2.847709026474498,409.09452619233787,0.10433506059211935,1,1,42.0,7,0,15.0,11.0,345,190.78
stevenjohnson@yahoo.com,"PSC 4427, Box 6116
APO AP 87584-5187",SandyBrown,33.000849640152055,11.230743306761044,36.99529016635977,3.781703565104839,467.8009243667916,0.46215279056770553,2,7,90.0,2,2,17.0,22.0,182,77.18
johnsonchelsea@gmail.com,"19270 Velasquez Coves
Boylechester, AZ 51480",LightCyan,32.088380630448206,11.90784409977911,35.18912244437772,4.34977841863416,512.165866388158,0.13651467071445345,0,8,125.0,14,1,5.0,30.0,339,143.41
jenniferjenkins@jones.com,"USNS Jacobs
FPO AE 71507-1312",LightSalmon,33.26544447284578,13.05221038516131,38.77566529611688,4.574287716419565,608.2718166151668,0.22772545503616595,2,0,65.0,5,2,21.0,33.0,321,83.4
ebutler@rogers-gonzalez.com,"001 Estrada Union
Lewismouth, TN 47360",Chartreuse,32.992573196692234,13.004362005673078,36.98504141740091,4.620416384895069,589.0264897562791,0.480024786820322,2,4,55.0,2,2,5.0,8.0,64,96.08
ellenlucas@cox.org,"86268 Davis Corner
North Danielview, CT 59551-9382",DarkGoldenRod,33.86318870719846,11.52352268106905,35.9380452301724,3.0130325004194374,444.0538265727727,0.4802428587750225,3,7,189.0,6,1,14.0,8.0,327,131.97
elizabethnunez@vasquez-nelson.net,"209 Andrew Viaduct
Port Anna, OR 01627-8037",Cornsilk,32.59209322575472,10.314717921893896,36.72902940108787,4.791108744558267,493.18126139071865,0.3293751552493145,2,1,131.0,12,2,12.0,33.0,260,112.58
ramirezjacob@turner.com,"19704 Kaitlin Flat
West Andrewtown, VI 38642",Magenta,32.381034590963445,12.433128529733452,37.62690680204789,4.334001444341368,532.724805462904,0.3527348848679197,2,3,59.0,13,0,15.0,26.0,193,74.03
brian51@cook.info,"0508 Terrance Cliff
Rebekahtown, NC 48724-8308",SaddleBrown,31.517121802506228,10.745188554182882,38.79123468689964,1.4288238768282668,275.9184206503857,0.2793782087913279,0,6,119.0,6,0,20.0,28.0,143,75.64
victoriajohnson@gmail.com,"2082 Christopher Place Apt. 081
Cynthiahaven, HI 99393-8910",DarkViolet,33.45430192604019,11.016755636715027,37.6373109611636,4.137000388171067,511.0387860511611,0.21728430867922582,3,2,186.0,11,2,18.0,10.0,104,112.72
lawrencewalton@hotmail.com,"584 Patterson Falls
West Alicia, DE 45751",Chocolate,32.21552741998912,12.216854693359824,36.95395970110429,2.910530822492482,438.4177420114685,0.2314658181479664,4,4,154.0,14,1,20.0,21.0,214,163.59
ashleymoreno@gmail.com,"11430 Meza Green Suite 037
Martinezborough, FL 40624-8726",DarkViolet,31.673915503274955,12.329147021418828,37.07437106706513,3.982462318955639,475.7250679098812,0.36900738243081543,0,7,96.0,8,2,21.0,25.0,242,184.69
wesleyvance@moore.com,"210 Johnson Street Suite 717
New Bethanyborough, MO 84817",Magenta,33.717554613005134,10.8069660677747,36.01231723045213,3.701229217020273,483.54319386538816,0.40094981177507205,0,9,158.0,4,0,9.0,24.0,209,62.62
edwardbrown@yahoo.com,"2971 Angela Island
Lake Timothychester, NE 48734-6685",HotPink,33.21547157476038,12.135101396955722,37.14209368933963,5.8405058759314255,663.8036932755082,0.4166316174903394,4,2,120.0,14,2,20.0,18.0,93,108.97
youngellen@hotmail.com,"994 Joel Highway Suite 216
New Jessicafort, UT 14179",DodgerBlue,31.574138022873235,12.94155572990243,36.72527682557127,4.560396067343641,544.4092721605869,0.41584725711782156,2,3,146.0,7,2,21.0,5.0,142,65.04
robin80@yahoo.com,"928 Bailey Road
East Mary, DE 11678-5634",Turquoise,33.89457038870139,13.300299363336556,36.393683855020775,4.4900020655598345,630.1567281670505,0.13648244121947617,1,8,93.0,9,0,11.0,22.0,112,52.49
dana59@hotmail.com,"31927 Jill Mountain
South Jessica, MN 63418",Blue,33.12869268643142,10.39845771308564,36.68339299807869,3.859817998874009,461.11224843060927,0.29776812188103263,3,6,191.0,9,2,12.0,11.0,59,149.26
bwilliams@hotmail.com,"1549 Walker Passage Apt. 463
West Calvin, AZ 03144",PaleVioletRed,34.3703270461643,11.887800415781037,37.86144725932397,3.0466201888222324,491.9115050963458,0.12302350400665772,1,0,36.0,7,2,9.0,17.0,43,140.37
whitetyler@anderson-avery.com,"4547 Stafford Throughway Apt. 178
North Patrick, MD 60768-4837",MidnightBlue,34.08026009173408,11.591439703136588,36.456898410524325,4.652854446136777,574.4156896079882,0.31981155292949426,4,3,71.0,0,1,8.0,33.0,207,74.45
rwilliams@trujillo.biz,"54560 Thompson Creek Apt. 029
New Brianville, FL 84430-8588",BlanchedAlmond,31.42522688085481,13.27147504252467,37.23984661097634,4.022102909528949,530.766718654762,0.2766122005493508,0,3,83.0,11,1,15.0,16.0,268,85.07
randall85@williams.com,"5086 Morales Islands Apt. 099
New Patricia, IL 78823",Black,33.62530726457669,12.988220598633102,39.67259095594186,3.9694177591077393,581.7987976770314,0.45508167310331993,0,8,153.0,4,0,14.0,29.0,296,53.56
kevin45@mathews.net,"02393 Baker Falls
New Georgeport, ND 36338-5110",DodgerBlue,31.8627411090001,14.039867262521906,37.02226898591233,3.7382251733253336,556.2981411740467,0.2403660050208315,3,5,28.0,2,0,4.0,9.0,118,175.24
deborah48@white.com,"1693 Gary Mission Suite 479
Lake Kelly, MO 68205",DarkGreen,33.29258730730077,11.906507762219915,38.42286529341121,3.37668749953603,502.132789227254,0.14682680657104236,0,8,195.0,0,0,14.0,24.0,20,196.2
hoganrichard@george.com,"4929 Michelle Grove
Lake Alexis, MT 92147-1660",BlanchedAlmond,33.74922777081331,11.13714030231066,38.40137368953426,4.595522708601322,556.1863688687886,0.15719667282113436,0,5,49.0,3,1,22.0,34.0,222,70.32
kelly24@lewis.info,"983 Ross Glen
West Jessica, NJ 42860-5757",Bisque,34.14496898723948,12.902664889103926,36.61119877576035,2.2239934582520533,475.0716298996618,0.40460425268698896,3,5,183.0,7,0,12.0,5.0,166,84.72
katherinegray@yahoo.com,"685 Sexton Ranch Suite 125
Lake Robertshire, NE 04469-3024",Cyan,31.12397434991195,12.386516256494852,35.63211221551042,4.288486770885737,486.9470538397658,0.34728722532650447,3,4,172.0,2,0,5.0,5.0,131,180.26
efoster@williamson-boyd.org,"4968 Bennett Manors
Rogerschester, IL 81579-8333",Lavender,34.27824787999725,11.822721745594304,36.30854529439036,2.11738254152726,434.1442020262987,0.14044907044911611,4,4,31.0,9,0,15.0,15.0,156,188.97
jordandavid@gmail.com,"61502 Parker Vista Apt. 363
Jonesshire, GU 33532",Violet,33.66661568345138,10.9857637851215,36.35250276938114,0.9364975973183264,304.1355915788555,0.13364272244599898,0,1,72.0,1,1,7.0,4.0,184,112.94
sanchezamber@scott-patterson.com,"257 Hunt Manors
South Charlottefort, CT 15033",Fuchsia,32.25997326555701,14.132893457553363,37.023479236405706,3.7620704427115657,571.2160048349454,0.38038765258364804,0,7,90.0,10,2,7.0,26.0,90,57.59
tinayoung@hotmail.com,"83995 Owens Course Apt. 747
South Jennifer, NJ 29942",MistyRose,35.43316530057876,11.912210479900578,36.08964365766702,4.00096358646012,583.0796356620574,0.12910520254567742,4,7,67.0,8,0,21.0,31.0,94,55.91
alicia28@fuller.com,"8055 Robinson Brooks Apt. 657
Walterview, KY 83019",CadetBlue,31.967320947882403,11.481587147836263,39.24096484164356,3.5325171645393527,445.74984123965226,0.4287440237161425,2,0,147.0,9,2,18.0,17.0,13,136.09
rileyalejandro@gmail.com,"Unit 1475 Box 4215
DPO AE 39546-5591",LightSteelBlue,32.149060522105984,10.04731473507118,37.18144731064989,3.5350884276189447,392.9922559140308,0.3824968908625985,2,7,80.0,4,0,22.0,11.0,322,108.93
oliviamarshall@sawyer-sellers.com,"Unit 5934 Box 9748
DPO AA 37361-3043",Brown,33.918844177834046,12.428736927868275,37.30536187928602,4.158214652664192,565.9943634015268,0.13253951225675992,2,4,26.0,13,2,16.0,17.0,293,54.3
hortonrobert@hotmail.com,"31309 Stacey Keys Apt. 979
South Jason, KS 35357",Salmon,33.20061634140451,11.965980266792482,36.831535850846905,3.549036057426973,499.1401524490539,0.13393508563407677,4,1,109.0,6,1,22.0,25.0,230,137.49
montgomerycheyenne@hotmail.com,"1812 Sandra Shoal Apt. 350
Amandamouth, SC 87794-1628",FireBrick,32.53677489754807,11.121366060509414,36.97937237345656,4.129254688094536,510.5394216996283,0.4946558314004702,0,1,92.0,10,1,20.0,4.0,322,51.7
martinkristi@sanchez-coleman.com,"PSC 1893, Box 7023
APO AA 73445",Lime,34.08366330162949,8.668349517101323,35.906756365793065,2.2524459633808416,308.52774655803336,0.24970831830244813,4,5,152.0,10,0,9.0,20.0,292,168.11
jefferycampbell@gmail.com,"381 Ashley Locks Suite 366
North Migueltown, TX 09795-0494",GreenYellow,33.02502013857587,12.504219807675254,37.64583878801402,4.051382465375181,561.5165319790891,0.24825685882675638,4,8,195.0,1,2,19.0,22.0,26,95.96
webertom@phelps.com,"189 Crawford Hill Apt. 746
New Madison, WV 14108-4333",DarkOrchid,31.26810421075072,12.132509111641538,35.4567981489283,3.0720761414868827,423.4705331738239,0.4251198269030011,2,0,25.0,8,1,15.0,22.0,75,56.04
aschmidt@johnson.biz,"Unit 1743 Box 8085
DPO AE 47693-8164",Blue,32.21292383005795,11.732991461588078,35.633953947400784,4.331863026751083,513.1531118530668,0.4788994309535435,1,5,125.0,12,0,22.0,12.0,364,138.25
lisadelgado@gmail.com,"57993 Jennifer Unions Suite 685
Emilyville, OK 53366-2375",Olive,33.499506100675546,11.946590884981754,36.486325072393406,3.937862643180167,529.1945188649573,0.4944004255291484,0,8,58.0,8,0,8.0,25.0,299,109.65
sharongraves@yahoo.com,"73098 Ronald Port
Cliffordborough, MO 37479-9244",Wheat,32.90485366735398,12.556107616938167,37.80550943244919,0.2699010899842742,314.4385182951061,0.4013512741035766,2,7,121.0,3,1,20.0,3.0,150,196.07
flevine@gmail.com,"5292 Melanie Crescent Apt. 064
Fischerborough, NV 85721-5045",AliceBlue,32.204654645678524,12.480701517118195,37.680287608367976,3.2794662600656097,478.5842860083426,0.2505038342123663,1,5,53.0,3,1,4.0,9.0,148,131.63
